accident_id,date,time,location,fatalities,vehicles_involved,weather_conditions,road_conditions,driver_age,driver_gender
100,7/1/2013,https://www.nzherald.co.nz/world/nasa-launches-europa-clipper-to-explore-jupiters-moon-for-signs-of-life/HCVLAFHKBNGWNF2RTU3JTI26C4/,Nasa spacecraft to gauge if Jupiter moon can host life,5,10,Center,High Factuality,73,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
101,8/24/2018,https://www.theregister.com/2024/10/14/spacexs_falcon_heavy_launches_nasas/,SpaceX's Falcon Heavy launches NASA's Europa Clipper,7,3,Center,High Factuality,40,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
102,3/27/2018,https://spacenews.com/falcon-heavy-launches-nasas-europa-clipper-mission/,Falcon Heavy launches NASA’s Europa Clipper mission,1,12,Center,High Factuality,65,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
103,5/24/2015,https://www.unionleader.com/news/scitech/nasa-s-europa-clipper-launched-on-mission-to-icy-jupiter-moon/article_422248ca-8a67-11ef-a855-b71d997f97dc.html,NASA’s Europa Clipper launched on mission to icy Jupiter moon,1,5,Lean Right,High Factuality,80,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
104,2/12/2019,https://www.voanews.com/a/nasa-spacecraft-rockets-toward-jupiter-s-moon-europa-searching-for-keys-to-life/7822094.html,"NASA spacecraft rockets toward Jupiter's moon Europa, searching for keys to life",4,3,Center,High Factuality,37,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
105,6/24/2020,https://www.krone.at/3559751,Probe to search for life on Jupiter's moon,2,19,Right,Mixed Factuality,52,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
106,11/17/2013,https://www.vice.com/en/article/nasa-europa-clipper-jupiter-moon-mission/,NASA’s Europa Clipper Blasts Off to Jupiter’s Icy Ocean Moon,4,1,Lean Left,Mixed Factuality,61,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
107,1/4/2015,https://www.digitaltrends.com/space/europa-clipper-launch/,Europa Clipper blasts off to study Jupiter's icy moon,9,19,Center,High Factuality,24,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
108,9/10/2011,https://hollywoodlife.com/feature/nasa-launch-europa-clipper-mission-5329543/,Nasa Launch Today: All About the Europa Clipper Mission - WorldNL Magazine,1,13,Lean Left,Mixed Factuality,95,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
109,6/15/2018,https://greensboro.com/nasa-launches-probe-to-europa/article_adfd520a-ac14-576d-b6c2-87ba1a1265a2.html,NASA launches probe to Europa,1,19,Lean Left,High Factuality,52,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
110,10/30/2017,https://www.news10.com/news/science/rpi-and-nasa-on-a-mission-to-jupiters-moon/,RPI and NASA on a mission to Jupiter’s moon,10,17,Center,High Factuality,89,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
111,6/26/2013,https://www.dawn.com/news/1865264,Nasa launches bid to find life on Jupiter’s moon,10,5,Lean Left,Mixed Factuality,83,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
112,12/4/2019,https://dnyuz.com/2024/10/14/nasa-launches-probe-to-see-if-life-possible-on-jupiter-moon/,NASA launches probe to see if life possible on Jupiter moon,3,6,Lean Right,Mixed Factuality,71,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
113,7/13/2014,https://www.cbsnews.com/video/what-nasa-hopes-to-accomplish-europa-clipper-mission/,What NASA hopes to accomplish with Europa Clipper mission,3,1,Lean Left,High Factuality,70,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
114,4/29/2019,https://www.fox35orlando.com/video/1531881,SpaceX uses giant arms to grab Falcon Heavy on landing,8,12,Center,High Factuality,87,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
115,11/3/2017,https://www.voachinese.com/a/nasa-spacecraft-flies-to-jupiter-20241014/7822178.html,NASA spacecraft flies to Jupiter's moon Europa in search of key to life,3,20,Center,High Factuality,70,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
116,6/29/2017,https://www.rnz.co.nz/news/world/530791/nasa-launches-spacecraft-to-gauge-if-jupiter-s-moon-europa-can-host-life,NASA launches spacecraft to gauge if Jupiter's moon Europa can host life,9,9,Center,High Factuality,59,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
117,8/17/2018,https://www.gzeromedia.com/news/hard-numbers/hard-numbers-nasa-probe-starts-long-journey-toward-jupiter-russias-shadow-fleet-evades-oil-price-cap-israel-vows-to-strike-hezbollah-across-lebanon-global-inequality-researchers-win-nobel-economics-pr,"Hard Numbers: NASA probe starts long journey toward Jupiter, Russia’s shadow fleet evades oil price cap, Israel vows to strike Hezbollah across Lebanon, Global inequality researchers win Nobel economics prize",3,19,Lean Left,High Factuality,79,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
118,3/8/2018,https://www.nzherald.co.nz/world/nasa-launches-europa-clipper-to-explore-jupiters-moon-for-signs-of-life/HCVLAFHKBNGWNF2RTU3JTI26C4/,Nasa spacecraft to gauge if Jupiter moon can host life,2,13,Center,High Factuality,80,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
119,11/1/2010,https://www.theregister.com/2024/10/14/spacexs_falcon_heavy_launches_nasas/,SpaceX's Falcon Heavy launches NASA's Europa Clipper,8,7,Center,High Factuality,76,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
120,1/4/2017,https://spacenews.com/falcon-heavy-launches-nasas-europa-clipper-mission/,Falcon Heavy launches NASA’s Europa Clipper mission,4,13,Center,High Factuality,56,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
121,8/16/2013,https://www.unionleader.com/news/scitech/nasa-s-europa-clipper-launched-on-mission-to-icy-jupiter-moon/article_422248ca-8a67-11ef-a855-b71d997f97dc.html,NASA’s Europa Clipper launched on mission to icy Jupiter moon,9,16,Lean Right,High Factuality,37,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
122,7/2/2014,https://www.voanews.com/a/nasa-spacecraft-rockets-toward-jupiter-s-moon-europa-searching-for-keys-to-life/7822094.html,"NASA spacecraft rockets toward Jupiter's moon Europa, searching for keys to life",4,17,Center,High Factuality,89,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
123,6/29/2017,https://www.krone.at/3559751,Probe to search for life on Jupiter's moon,8,11,Right,Mixed Factuality,87,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
124,9/16/2016,https://www.vice.com/en/article/nasa-europa-clipper-jupiter-moon-mission/,NASA’s Europa Clipper Blasts Off to Jupiter’s Icy Ocean Moon,3,10,Lean Left,Mixed Factuality,17,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
125,8/3/2011,https://www.digitaltrends.com/space/europa-clipper-launch/,Europa Clipper blasts off to study Jupiter's icy moon,10,13,Center,High Factuality,45,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
126,8/2/2019,https://hollywoodlife.com/feature/nasa-launch-europa-clipper-mission-5329543/,Nasa Launch Today: All About the Europa Clipper Mission - WorldNL Magazine,5,15,Lean Left,Mixed Factuality,90,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
127,11/19/2016,https://greensboro.com/nasa-launches-probe-to-europa/article_adfd520a-ac14-576d-b6c2-87ba1a1265a2.html,NASA launches probe to Europa,8,4,Lean Left,High Factuality,34,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
128,10/3/2010,https://www.news10.com/news/science/rpi-and-nasa-on-a-mission-to-jupiters-moon/,RPI and NASA on a mission to Jupiter’s moon,0,14,Center,High Factuality,49,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
129,5/14/2011,https://www.dawn.com/news/1865264,Nasa launches bid to find life on Jupiter’s moon,7,16,Lean Left,Mixed Factuality,71,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
130,6/14/2018,https://dnyuz.com/2024/10/14/nasa-launches-probe-to-see-if-life-possible-on-jupiter-moon/,NASA launches probe to see if life possible on Jupiter moon,3,13,Lean Right,Mixed Factuality,24,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
131,12/26/2011,https://www.cbsnews.com/video/what-nasa-hopes-to-accomplish-europa-clipper-mission/,What NASA hopes to accomplish with Europa Clipper mission,10,18,Lean Left,High Factuality,70,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
132,8/25/2015,https://www.fox35orlando.com/video/1531881,SpaceX uses giant arms to grab Falcon Heavy on landing,7,18,Center,High Factuality,95,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
133,1/24/2016,https://www.voachinese.com/a/nasa-spacecraft-flies-to-jupiter-20241014/7822178.html,NASA spacecraft flies to Jupiter's moon Europa in search of key to life,1,7,Center,High Factuality,52,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
134,11/9/2015,https://www.rnz.co.nz/news/world/530791/nasa-launches-spacecraft-to-gauge-if-jupiter-s-moon-europa-can-host-life,NASA launches spacecraft to gauge if Jupiter's moon Europa can host life,7,11,Center,High Factuality,38,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
135,3/29/2013,https://www.gzeromedia.com/news/hard-numbers/hard-numbers-nasa-probe-starts-long-journey-toward-jupiter-russias-shadow-fleet-evades-oil-price-cap-israel-vows-to-strike-hezbollah-across-lebanon-global-inequality-researchers-win-nobel-economics-pr,"Hard Numbers: NASA probe starts long journey toward Jupiter, Russia’s shadow fleet evades oil price cap, Israel vows to strike Hezbollah across Lebanon, Global inequality researchers win Nobel economics prize",6,11,Lean Left,High Factuality,75,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
136,12/20/2010,https://www.nzherald.co.nz/world/nasa-launches-europa-clipper-to-explore-jupiters-moon-for-signs-of-life/HCVLAFHKBNGWNF2RTU3JTI26C4/,Nasa spacecraft to gauge if Jupiter moon can host life,10,20,Center,High Factuality,31,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
137,4/23/2017,https://www.theregister.com/2024/10/14/spacexs_falcon_heavy_launches_nasas/,SpaceX's Falcon Heavy launches NASA's Europa Clipper,2,16,Center,High Factuality,60,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
138,5/9/2012,https://spacenews.com/falcon-heavy-launches-nasas-europa-clipper-mission/,Falcon Heavy launches NASA’s Europa Clipper mission,10,13,Center,High Factuality,88,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
139,3/2/2017,https://www.unionleader.com/news/scitech/nasa-s-europa-clipper-launched-on-mission-to-icy-jupiter-moon/article_422248ca-8a67-11ef-a855-b71d997f97dc.html,NASA’s Europa Clipper launched on mission to icy Jupiter moon,5,19,Lean Right,High Factuality,52,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
140,5/24/2014,https://www.voanews.com/a/nasa-spacecraft-rockets-toward-jupiter-s-moon-europa-searching-for-keys-to-life/7822094.html,"NASA spacecraft rockets toward Jupiter's moon Europa, searching for keys to life",8,20,Center,High Factuality,33,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
141,1/11/2018,https://www.krone.at/3559751,Probe to search for life on Jupiter's moon,4,10,Right,Mixed Factuality,26,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
142,10/25/2012,https://www.vice.com/en/article/nasa-europa-clipper-jupiter-moon-mission/,NASA’s Europa Clipper Blasts Off to Jupiter’s Icy Ocean Moon,4,18,Lean Left,Mixed Factuality,56,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
143,8/14/2017,https://www.digitaltrends.com/space/europa-clipper-launch/,Europa Clipper blasts off to study Jupiter's icy moon,1,14,Center,High Factuality,28,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
144,7/25/2020,https://hollywoodlife.com/feature/nasa-launch-europa-clipper-mission-5329543/,Nasa Launch Today: All About the Europa Clipper Mission - WorldNL Magazine,1,5,Lean Left,Mixed Factuality,81,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
145,11/29/2015,https://greensboro.com/nasa-launches-probe-to-europa/article_adfd520a-ac14-576d-b6c2-87ba1a1265a2.html,NASA launches probe to Europa,7,15,Lean Left,High Factuality,31,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
146,4/15/2017,https://www.news10.com/news/science/rpi-and-nasa-on-a-mission-to-jupiters-moon/,RPI and NASA on a mission to Jupiter’s moon,3,20,Center,High Factuality,98,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
147,1/17/2019,https://www.dawn.com/news/1865264,Nasa launches bid to find life on Jupiter’s moon,1,15,Lean Left,Mixed Factuality,64,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
148,11/13/2013,https://dnyuz.com/2024/10/14/nasa-launches-probe-to-see-if-life-possible-on-jupiter-moon/,NASA launches probe to see if life possible on Jupiter moon,9,15,Lean Right,Mixed Factuality,65,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
149,10/15/2019,https://www.cbsnews.com/video/what-nasa-hopes-to-accomplish-europa-clipper-mission/,What NASA hopes to accomplish with Europa Clipper mission,7,13,Lean Left,High Factuality,56,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
150,1/16/2013,https://www.fox35orlando.com/video/1531881,SpaceX uses giant arms to grab Falcon Heavy on landing,7,20,Center,High Factuality,66,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
151,8/15/2011,https://www.voachinese.com/a/nasa-spacecraft-flies-to-jupiter-20241014/7822178.html,NASA spacecraft flies to Jupiter's moon Europa in search of key to life,0,19,Center,High Factuality,38,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
152,11/15/2015,https://www.rnz.co.nz/news/world/530791/nasa-launches-spacecraft-to-gauge-if-jupiter-s-moon-europa-can-host-life,NASA launches spacecraft to gauge if Jupiter's moon Europa can host life,0,18,Center,High Factuality,87,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
153,5/27/2018,https://www.gzeromedia.com/news/hard-numbers/hard-numbers-nasa-probe-starts-long-journey-toward-jupiter-russias-shadow-fleet-evades-oil-price-cap-israel-vows-to-strike-hezbollah-across-lebanon-global-inequality-researchers-win-nobel-economics-pr,"Hard Numbers: NASA probe starts long journey toward Jupiter, Russia’s shadow fleet evades oil price cap, Israel vows to strike Hezbollah across Lebanon, Global inequality researchers win Nobel economics prize",6,16,Lean Left,High Factuality,43,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
154,12/30/2012,https://www.nzherald.co.nz/world/nasa-launches-europa-clipper-to-explore-jupiters-moon-for-signs-of-life/HCVLAFHKBNGWNF2RTU3JTI26C4/,Nasa spacecraft to gauge if Jupiter moon can host life,4,9,Center,High Factuality,50,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
155,4/29/2010,https://www.theregister.com/2024/10/14/spacexs_falcon_heavy_launches_nasas/,SpaceX's Falcon Heavy launches NASA's Europa Clipper,2,5,Center,High Factuality,51,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
156,9/8/2014,https://spacenews.com/falcon-heavy-launches-nasas-europa-clipper-mission/,Falcon Heavy launches NASA’s Europa Clipper mission,4,20,Center,High Factuality,84,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
157,3/19/2020,https://www.unionleader.com/news/scitech/nasa-s-europa-clipper-launched-on-mission-to-icy-jupiter-moon/article_422248ca-8a67-11ef-a855-b71d997f97dc.html,NASA’s Europa Clipper launched on mission to icy Jupiter moon,1,17,Lean Right,High Factuality,47,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
158,11/2/2018,https://www.voanews.com/a/nasa-spacecraft-rockets-toward-jupiter-s-moon-europa-searching-for-keys-to-life/7822094.html,"NASA spacecraft rockets toward Jupiter's moon Europa, searching for keys to life",6,5,Center,High Factuality,94,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
159,5/3/2019,https://www.krone.at/3559751,Probe to search for life on Jupiter's moon,2,20,Right,Mixed Factuality,88,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
160,3/25/2015,https://www.vice.com/en/article/nasa-europa-clipper-jupiter-moon-mission/,NASA’s Europa Clipper Blasts Off to Jupiter’s Icy Ocean Moon,1,10,Lean Left,Mixed Factuality,85,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
161,3/26/2010,https://www.digitaltrends.com/space/europa-clipper-launch/,Europa Clipper blasts off to study Jupiter's icy moon,5,13,Center,High Factuality,44,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
162,5/6/2018,https://hollywoodlife.com/feature/nasa-launch-europa-clipper-mission-5329543/,Nasa Launch Today: All About the Europa Clipper Mission - WorldNL Magazine,0,9,Lean Left,Mixed Factuality,66,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
163,12/10/2020,https://greensboro.com/nasa-launches-probe-to-europa/article_adfd520a-ac14-576d-b6c2-87ba1a1265a2.html,NASA launches probe to Europa,2,14,Lean Left,High Factuality,68,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
164,3/27/2011,https://www.news10.com/news/science/rpi-and-nasa-on-a-mission-to-jupiters-moon/,RPI and NASA on a mission to Jupiter’s moon,1,18,Center,High Factuality,66,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
165,12/15/2019,https://www.dawn.com/news/1865264,Nasa launches bid to find life on Jupiter’s moon,3,6,Lean Left,Mixed Factuality,57,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
166,4/14/2018,https://dnyuz.com/2024/10/14/nasa-launches-probe-to-see-if-life-possible-on-jupiter-moon/,NASA launches probe to see if life possible on Jupiter moon,10,18,Lean Right,Mixed Factuality,96,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
167,7/8/2016,https://www.cbsnews.com/video/what-nasa-hopes-to-accomplish-europa-clipper-mission/,What NASA hopes to accomplish with Europa Clipper mission,5,7,Lean Left,High Factuality,86,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
168,2/16/2010,https://www.fox35orlando.com/video/1531881,SpaceX uses giant arms to grab Falcon Heavy on landing,0,20,Center,High Factuality,52,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
169,9/28/2019,https://www.voachinese.com/a/nasa-spacecraft-flies-to-jupiter-20241014/7822178.html,NASA spacecraft flies to Jupiter's moon Europa in search of key to life,4,14,Center,High Factuality,25,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
170,7/20/2014,https://www.rnz.co.nz/news/world/530791/nasa-launches-spacecraft-to-gauge-if-jupiter-s-moon-europa-can-host-life,NASA launches spacecraft to gauge if Jupiter's moon Europa can host life,1,2,Center,High Factuality,35,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
171,3/14/2014,https://www.gzeromedia.com/news/hard-numbers/hard-numbers-nasa-probe-starts-long-journey-toward-jupiter-russias-shadow-fleet-evades-oil-price-cap-israel-vows-to-strike-hezbollah-across-lebanon-global-inequality-researchers-win-nobel-economics-pr,"Hard Numbers: NASA probe starts long journey toward Jupiter, Russia’s shadow fleet evades oil price cap, Israel vows to strike Hezbollah across Lebanon, Global inequality researchers win Nobel economics prize",5,12,Lean Left,High Factuality,39,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
172,8/7/2017,https://www.nzherald.co.nz/world/nasa-launches-europa-clipper-to-explore-jupiters-moon-for-signs-of-life/HCVLAFHKBNGWNF2RTU3JTI26C4/,Nasa spacecraft to gauge if Jupiter moon can host life,2,6,Center,High Factuality,78,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
173,12/26/2012,https://www.theregister.com/2024/10/14/spacexs_falcon_heavy_launches_nasas/,SpaceX's Falcon Heavy launches NASA's Europa Clipper,8,14,Center,High Factuality,57,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
174,7/17/2017,https://spacenews.com/falcon-heavy-launches-nasas-europa-clipper-mission/,Falcon Heavy launches NASA’s Europa Clipper mission,7,18,Center,High Factuality,59,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
175,1/3/2015,https://www.unionleader.com/news/scitech/nasa-s-europa-clipper-launched-on-mission-to-icy-jupiter-moon/article_422248ca-8a67-11ef-a855-b71d997f97dc.html,NASA’s Europa Clipper launched on mission to icy Jupiter moon,10,16,Lean Right,High Factuality,52,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
176,9/10/2018,https://www.voanews.com/a/nasa-spacecraft-rockets-toward-jupiter-s-moon-europa-searching-for-keys-to-life/7822094.html,"NASA spacecraft rockets toward Jupiter's moon Europa, searching for keys to life",10,6,Center,High Factuality,33,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
177,4/22/2014,https://www.krone.at/3559751,Probe to search for life on Jupiter's moon,8,16,Right,Mixed Factuality,52,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
178,7/9/2012,https://www.vice.com/en/article/nasa-europa-clipper-jupiter-moon-mission/,NASA’s Europa Clipper Blasts Off to Jupiter’s Icy Ocean Moon,3,11,Lean Left,Mixed Factuality,95,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
179,7/19/2014,https://www.digitaltrends.com/space/europa-clipper-launch/,Europa Clipper blasts off to study Jupiter's icy moon,3,15,Center,High Factuality,83,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
180,6/16/2017,https://hollywoodlife.com/feature/nasa-launch-europa-clipper-mission-5329543/,Nasa Launch Today: All About the Europa Clipper Mission - WorldNL Magazine,5,10,Lean Left,Mixed Factuality,80,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
181,12/25/2012,https://greensboro.com/nasa-launches-probe-to-europa/article_adfd520a-ac14-576d-b6c2-87ba1a1265a2.html,NASA launches probe to Europa,5,10,Lean Left,High Factuality,53,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
182,11/7/2014,https://www.news10.com/news/science/rpi-and-nasa-on-a-mission-to-jupiters-moon/,RPI and NASA on a mission to Jupiter’s moon,8,7,Center,High Factuality,66,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
183,7/10/2013,https://www.dawn.com/news/1865264,Nasa launches bid to find life on Jupiter’s moon,6,16,Lean Left,Mixed Factuality,40,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
184,4/8/2018,https://dnyuz.com/2024/10/14/nasa-launches-probe-to-see-if-life-possible-on-jupiter-moon/,NASA launches probe to see if life possible on Jupiter moon,2,3,Lean Right,Mixed Factuality,56,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
185,6/17/2013,https://www.cbsnews.com/video/what-nasa-hopes-to-accomplish-europa-clipper-mission/,What NASA hopes to accomplish with Europa Clipper mission,8,2,Lean Left,High Factuality,41,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
186,3/10/2017,https://www.fox35orlando.com/video/1531881,SpaceX uses giant arms to grab Falcon Heavy on landing,1,12,Center,High Factuality,17,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
187,10/13/2015,https://www.voachinese.com/a/nasa-spacecraft-flies-to-jupiter-20241014/7822178.html,NASA spacecraft flies to Jupiter's moon Europa in search of key to life,9,17,Center,High Factuality,56,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
188,2/9/2016,https://www.rnz.co.nz/news/world/530791/nasa-launches-spacecraft-to-gauge-if-jupiter-s-moon-europa-can-host-life,NASA launches spacecraft to gauge if Jupiter's moon Europa can host life,9,18,Center,High Factuality,19,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
189,10/11/2012,https://www.gzeromedia.com/news/hard-numbers/hard-numbers-nasa-probe-starts-long-journey-toward-jupiter-russias-shadow-fleet-evades-oil-price-cap-israel-vows-to-strike-hezbollah-across-lebanon-global-inequality-researchers-win-nobel-economics-pr,"Hard Numbers: NASA probe starts long journey toward Jupiter, Russia’s shadow fleet evades oil price cap, Israel vows to strike Hezbollah across Lebanon, Global inequality researchers win Nobel economics prize",10,19,Lean Left,High Factuality,97,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
190,2/20/2018,https://www.nzherald.co.nz/world/nasa-launches-europa-clipper-to-explore-jupiters-moon-for-signs-of-life/HCVLAFHKBNGWNF2RTU3JTI26C4/,Nasa spacecraft to gauge if Jupiter moon can host life,1,19,Center,High Factuality,49,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
191,8/21/2016,https://www.theregister.com/2024/10/14/spacexs_falcon_heavy_launches_nasas/,SpaceX's Falcon Heavy launches NASA's Europa Clipper,9,14,Center,High Factuality,84,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
192,4/21/2017,https://spacenews.com/falcon-heavy-launches-nasas-europa-clipper-mission/,Falcon Heavy launches NASA’s Europa Clipper mission,6,7,Center,High Factuality,34,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
193,10/25/2013,https://www.unionleader.com/news/scitech/nasa-s-europa-clipper-launched-on-mission-to-icy-jupiter-moon/article_422248ca-8a67-11ef-a855-b71d997f97dc.html,NASA’s Europa Clipper launched on mission to icy Jupiter moon,9,15,Lean Right,High Factuality,67,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
194,2/3/2018,https://www.voanews.com/a/nasa-spacecraft-rockets-toward-jupiter-s-moon-europa-searching-for-keys-to-life/7822094.html,"NASA spacecraft rockets toward Jupiter's moon Europa, searching for keys to life",9,13,Center,High Factuality,32,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
195,5/3/2014,https://www.krone.at/3559751,Probe to search for life on Jupiter's moon,10,16,Right,Mixed Factuality,62,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
196,10/21/2013,https://www.vice.com/en/article/nasa-europa-clipper-jupiter-moon-mission/,NASA’s Europa Clipper Blasts Off to Jupiter’s Icy Ocean Moon,7,6,Lean Left,Mixed Factuality,69,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
197,12/28/2010,https://www.digitaltrends.com/space/europa-clipper-launch/,Europa Clipper blasts off to study Jupiter's icy moon,9,9,Center,High Factuality,84,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
198,9/5/2020,https://hollywoodlife.com/feature/nasa-launch-europa-clipper-mission-5329543/,Nasa Launch Today: All About the Europa Clipper Mission - WorldNL Magazine,3,15,Lean Left,Mixed Factuality,58,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
199,4/25/2013,https://greensboro.com/nasa-launches-probe-to-europa/article_adfd520a-ac14-576d-b6c2-87ba1a1265a2.html,NASA launches probe to Europa,10,20,Lean Left,High Factuality,54,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
